date,Manhattan_All,Manhattan_Q1,Manhattan_Q2,Manhattan_Q3,Manhattan_Q4,Manhattan_Q5,Manhattan_All_MoM,Manhattan_Q1_MoM,Manhattan_Q2_MoM,Manhattan_Q3_MoM,Manhattan_Q4_MoM,Manhattan_Q5_MoM,Manhattan_All_YoY,Manhattan_Q1_YoY,Manhattan_Q2_YoY,Manhattan_Q3_YoY,Manhattan_Q4_YoY,Manhattan_Q5_YoY
2013-07-01,2894.0,1808.5760267507,2358.4513247477,2908.1978472681,3693.5960817114,6005.5794518557,0.004512322110378442,0.004545948187961724,0.006227436289019339,0.0038680294637989387,0.005297789236364814,0.002517640545225852,0.036532951289398374,0.04364322927058217,0.033937412603170625,0.03328730464705498,0.03051569010343136,0.03585183513305035
2013-08-01,2904.0,1820.3425367192,2372.2199855627,2918.5688878623,3695.4122655521,6007.57464193,0.003455425017277136,0.006505952635919687,0.005838009320151327,0.0035661399735724686,0.0004917115462874655,0.00033222274225064297,0.03529411764705892,0.04518919309357705,0.03653800134241125,0.02997513773030236,0.026262829661053422,0.03501386980244492
2013-09-01,2911.0,1829.5369962208,2382.1183335979,2925.2213944604,3706.580531845,6002.6164693213,0.002410468319559156,0.0050509502009281615,0.004172609663286364,0.0022793728206198516,0.0030221976576223497,-0.0008253201839714119,0.03557452863749555,0.047793589519638635,0.03669176195667134,0.030986785067182776,0.02724450025119829,0.03314916869765683
2013-10-01,2912.0,1831.3278564637,2386.3617729052,2922.353638171,3711.8731818032,6009.0273529533,0.0003435245620062588,0.0009788598134934379,0.0017813721709158958,-0.0009803552971514584,0.001427906371581189,0.0010680148673107848,0.03482587064676612,0.048333725305577335,0.03614882886511084,0.02779284371183377,0.030486563871670702,0.032433875822415414
2013-11-01,2906.0,1833.1415443937,2379.0284279544,2905.2755045907,3702.6476330026,6000.8549423956,-0.002060439560439553,0.0009903676851736876,-0.003073023140943265,-0.005843965411040597,-0.0024854159473516324,-0.001360022192889998,0.03196022727272729,0.046850207252821185,0.031389158084905944,0.019989303993405816,0.028495373236331334,0.02943930483738333
2013-12-01,2896.0,1827.6705610908,2369.1520598352,2894.6068767247,3677.1097179128,5979.0515013581,-0.0034411562284927255,-0.0029844849240540094,-0.00415142921503131,-0.0036721570292188588,-0.006897203736638047,-0.0036333891165174492,0.029871977240398362,0.04334484813947248,0.027773263474214716,0.022185319356675892,0.024942854389440106,0.0235476054371917
2014-01-01,2900.0,1829.6932550919,2368.4135782478,2901.5652279366,3680.4955268762,5996.3582161198,0.0013812154696133394,0.001106706013742853,-0.0003117071292803031,0.0024039019833232977,0.0009207799666424155,0.002894558569660921,0.030195381882770933,0.04092719445998605,0.02722561467058915,0.027500338974476124,0.02623228019433399,0.021857093020671847
2014-02-01,2904.0,1827.2470035995,2371.7346620846,2908.5162001352,3687.1795475669,6002.6289416212,0.0013793103448276334,-0.0013369735531310045,0.0014022398230197908,0.002395593982060129,0.0018160654297474377,0.001045755652913316,0.026874115983026803,0.03641562774488705,0.024557459022811257,0.0230526705291505,0.02296066611618275,0.019500770532050238
2014-03-01,2917.0,1832.9150197111,2380.3652632625,2917.9006072382,3708.0632774622,6047.8424600461,0.004476584022038654,0.0031019430325700537,0.0036389404413030846,0.0032265273621523427,0.005663876582598482,0.007532286080753181,0.02856135401974602,0.0335532190527692,0.02678231127643027,0.025525621097424844,0.024853560089887594,0.02597388544846191
2014-04-01,2938.0,1848.1891057433,2399.0181443102,2937.2108976901,3741.4845496325,6071.3897982423,0.007199177236887122,0.008333221053863804,0.007836142349907593,0.006617871220150118,0.009013134261606659,0.003893510512510856,0.03268892794376099,0.037746032195046464,0.03561407028424024,0.0294672401048095,0.02826197517543938,0.025366036878126108
2014-05-01,2963.0,1866.5226589545,2411.5143116176,2964.3958346766,3779.8131692732,6120.3530441828,0.008509189925119065,0.009919738815810542,0.005208867359772773,0.009255357525698615,0.010244227694182095,0.008064586127327189,0.033484478549005825,0.03955661647518416,0.032366733688891536,0.029140707076130035,0.03175404879439636,0.028949981100884425
2014-06-01,2977.0,1870.4579751932,2417.2928918404,2982.4689308743,3812.2074125643,6141.2773640104,0.004724940938238165,0.002108367782100329,0.002396245460771773,0.006096721627485202,0.00857032923067158,0.003418809287070168,0.03332176327664005,0.03891733189228552,0.03133204564925296,0.029505338292679317,0.037580612275735836,0.02516983452764099
2014-07-01,2990.0,1875.319944793,2430.7016226674,3000.8307221041,3822.2937298625,6158.3570915543,0.004366812227074135,0.002599347146143627,0.005547002960320402,0.006156574185809616,0.0026457944719791016,0.002781135996884343,0.033172080165860374,0.0369041262601566,0.030634636026431128,0.03185232907142743,0.03484345480772477,0.025439283739954854
2014-08-01,3007.0,1891.7550131333,2442.9442253768,3016.5146621955,3829.1537841203,6179.1958561598,0.005685618729097008,0.008763874338314048,0.0050366538596231525,0.005226532765034708,0.001794748060360618,0.003383818816560691,0.03546831955922869,0.039230240997832455,0.029813524986943563,0.03355952115454097,0.03619123089862297,0.02856747097771639
2014-09-01,3009.0,1894.0043739452,2448.0689459811,3020.5929295456,3824.5304218227,6178.0905091983,0.0006651147322913609,0.0011890338845590431,0.0020977640631600902,0.0013519799526289233,-0.0012074109733520855,-0.00017888200782600894,0.033665407076606035,0.035236990483148434,0.02768569951081723,0.03260318527199635,0.03182175295109224,0.029232925470722426
2014-10-01,3007.0,1899.3715012732,2445.1069515302,3017.1427553591,3818.8698427451,6171.1021556961,-0.000664672648720499,0.002833746004936799,-0.0012099309767245048,-0.001142217527145828,-0.0014800716567192618,-0.0011311510395963786,0.03262362637362637,0.037155359467360816,0.024617046456238967,0.03243588180088475,0.02882551630977903,0.026971886334174355
2014-11-01,3002.0,1893.9330830903,2444.3432514514,3011.1816264859,3814.1252029714,6151.3164860978,-0.0016627868307282911,-0.0028632724979049673,-0.0003123381078778964,-0.001975753007580461,-0.0012424198700339284,-0.0032061808570187367,0.0330350997935307,0.03316249030660989,0.027454410686954756,0.03645303921361487,0.030107528724897747,0.02507335123853771
2014-12-01,3001.0,1898.1189209031,2442.0972172549,3005.1154394702,3802.7745906589,6161.9661280311,-0.00033311125916057893,0.0022101297295942235,-0.000918870209888345,-0.002014553676318531,-0.0029759411944991765,0.0017312784925582747,0.036256906077348106,0.03854543664053689,0.030789563344775006,0.03817739936780007,0.0341749043097439,0.030592582557861014
2015-01-01,3008.0,1905.7151739795,2447.1411458817,3020.1992985053,3801.6126875573,6176.8167675737,0.0023325558147284653,0.004001990071720973,0.002065408613204145,0.005019394209281769,-0.00030554088176926175,0.0024100488762903716,0.03724137931034477,0.041548996628826496,0.03324063345901962,0.040886232515635834,0.03290784075042663,0.03009469163612999
2015-02-01,3023.0,1914.4969156599,2461.620362782,3024.2085173368,3825.1693058009,6201.5170967307,0.004986702127659504,0.0046081081791786715,0.005916788626870506,0.0013274683010104926,0.006196480330755705,0.003998876781754035,0.04097796143250698,0.04774938029096565,0.037898716974687385,0.039777092249382084,0.0374242036369119,0.03313350817513361
2015-03-01,3039.0,1917.7449374212,2472.9183381162,3037.388762415,3856.3380948125,6249.1451669171,0.005292755540853511,0.0016965406079958445,0.00458964977094678,0.004358246133704835,0.008148342339862502,0.007680067545328351,0.04182379156667815,0.04628142428745585,0.038881879298998,0.040950042945395726,0.03998713243420693,0.033285044741305114
2015-04-01,3060.0,1930.661039167,2487.0796657133,3056.8453002989,3886.1802520682,6291.337929205,0.006910167818361401,0.006735046717510018,0.0057265649976487865,0.0064056791559437,0.007738470155363997,0.006751765427256862,0.04152484683458124,0.04462310332174124,0.03670731778830327,0.04073061376113096,0.0386733395571317,0.03622698233382682
2015-05-01,3086.0,1949.6068263007,2510.3196924384,3085.5882280086,3920.436947809,6327.8484094623,0.00849673202614376,0.009813108955611716,0.009344303298959522,0.009402807432515203,0.008815004327853426,0.00580329345969699,0.04151198110023624,0.04451280939323721,0.040972338561210186,0.04088266213112579,0.03720389665789736,0.03390251571789937
2015-06-01,3105.0,1965.7210612379,2528.8099158426,3105.4337488148,3946.2602149321,6342.9075720979,0.006156837329876819,0.00826537675177108,0.00736568472131105,0.006431681527061084,0.006586833933786895,0.0023798235452481276,0.04299630500503859,0.05093035358619069,0.04613302110746553,0.04122920331795488,0.03516408942650595,0.03283196575180103
2015-07-01,3118.0,1980.5070252421,2542.1534838815,3121.020513368,3958.7167628347,6340.1594415081,0.004186795491143425,0.007521903435723898,0.005276619628586943,0.0050191908164678445,0.003156544987952481,-0.0004332603870642604,0.042809364548495044,0.056090205162677265,0.04585172452873709,0.04005217301282049,0.03569140485106237,0.02952124198889461
2015-08-01,3129.0,1988.0351546644,2555.7419855883,3132.6008037581,3969.1794597299,6356.2065347767,0.003527902501603508,0.003801112203265067,0.005345271948746566,0.0037104179035347684,0.0026429516234720563,0.0025310236148861076,0.04057199866977057,0.05089461418771757,0.04617287576186957,0.038483533004977755,0.03656830817040935,0.028646232088669787
2015-09-01,3129.0,1996.6627440661,2558.1250840583,3134.6367483753,3958.859385767,6341.9588297447,0.0,0.004339756961267982,0.0009324487696482642,0.000649921501251427,-0.0026000522444511454,-0.002241542176775857,0.039880358923230386,0.054201759791643545,0.044956306585186345,0.037755441229499365,0.035122995277490965,0.02652410486742185
2015-10-01,3124.0,1998.9253672659,2554.9995697536,3117.9849156295,3946.4578943925,6341.137552357,-0.0015979546180888704,0.0011332024932724227,-0.001221798857365397,-0.005312204916384955,-0.0031325920337271773,-0.00012949900965120165,0.03890921183904217,0.05241410957570247,0.044943890145429766,0.03342306561109254,0.03340989792825355,0.027553489210019322
2015-11-01,3112.0,1998.4030879201,2548.5271546372,3100.6156427625,3924.6865302899,6296.7610231327,-0.003841229193341844,-0.00026128006295411677,-0.002533235305798631,-0.005570672513498409,-0.00551668475509004,-0.00699819690992276,0.03664223850766146,0.0551603463514867,0.04262245211425908,0.029700638277662117,0.02898733561036937,0.0236444568188956
2015-12-01,3104.0,1999.7007525843,2540.8080293809,3090.6445367725,3910.5907094673,6275.0072027608,-0.0025706940874036244,0.0006493508101763634,-0.0030288573705227195,-0.0032158471538626943,-0.003591578770383741,-0.003454763535090777,0.034321892702432466,0.05351710610042759,0.040420508826818136,0.028461168638958867,0.02835196150548569,0.018344968534551143
2016-01-01,3102.0,1997.8204515506,2544.4848176286,3094.3867220635,3904.3544256804,6258.6043216565,-0.0006443298969072142,-0.0009402912067069114,0.0014470940760511475,0.0012108106404589147,-0.001594716565914811,-0.0026140019563775097,0.03125,0.048331082644824885,0.03977852765490031,0.024563751006404067,0.027025829974572035,0.013241052334943548
2016-02-01,3106.0,2001.9699002567,2545.0735218854,3100.0424763438,3904.6831796769,6268.9337789462,0.0012894906511928816,0.00207698780082044,0.00023136481409569143,0.0018277464287101974,8.420188350166669e-05,0.0016504410182884843,0.027456169368177408,0.04568980178620419,0.03390171789490948,0.02507563832727433,0.020787020787659483,0.010870998364422846
2016-03-01,3115.0,2006.2510927121,2550.0367760242,3116.0979962011,3922.0280280542,6279.7385224439,0.0028976175144881378,0.0021384899217771203,0.001950141752731449,0.005179128989302173,0.004442062922691559,0.0017235376666424607,0.025008226390260013,0.04615116096195493,0.031185193914145426,0.025913453937822295,0.017034277500218575,0.004895606472507863
2016-04-01,3130.0,2014.6884599944,2562.8016562638,3133.8840985249,3943.3522762639,6296.0780223451,0.0048154093097914075,0.00420553903394727,0.005005763195110369,0.005707812252850664,0.005437046358967246,0.0026019395302530057,0.02287581699346397,0.04352261692899462,0.030446145973688665,0.025202059855128134,0.014711624393972222,0.0007534316537181063
2016-05-01,3152.0,2030.9642361479,2575.6424818079,3159.4580477128,3973.3326972071,6325.3998904395,0.007028753993610248,0.008078557293937694,0.005010464041458551,0.008160464262203515,0.007602775213277457,0.00465716402978722,0.021386908619572154,0.04173016258953721,0.02602170136587212,0.02394027143144606,0.01349230968442483,-0.0003869433754352114
2016-06-01,3167.0,2039.0253466528,2592.1903850097,3173.7878869928,3995.6678797933,6340.816906061,0.004758883248730861,0.003969105098664549,0.006424767147878763,0.004535537128075973,0.005621271685076756,0.002437318729018534,0.01996779388083736,0.03729129572877299,0.02506335836870588,0.02201114037743923,0.012520123400440841,-0.0003296068897640225
2016-07-01,3175.0,2046.8972174315,2599.5665680997,3184.1812766204,4003.5575069905,6340.7619827469,0.002526049889485238,0.003860604671551693,0.002845540641094546,0.0032747587418160418,0.0019745452911887895,-8.661867218928698e-06,0.01828094932649127,0.03352181605176785,0.022584428746032392,0.020237215033309885,0.011327090782744076,9.503566027935229e-05
2016-08-01,3178.0,2052.3997594968,2603.4188105347,3187.4522123715,4007.029616714,6316.0812952232,0.0009448818897637157,0.002688235646831849,0.0014818787417381074,0.0010272454571342848,0.0008672561134535073,-0.0038923851093694006,0.015659955257270708,0.032375989268291105,0.018654788008823697,0.01750986226767104,0.0095360155337183,-0.006312765221514249
2016-09-01,3171.0,2052.4376827042,2598.2404292918,3179.786886531,3995.6640006507,6288.7339026284,-0.0022026431718061845,1.8477495538959943e-05,-0.0019890696118294304,-0.0024048441607212867,-0.0028364192807290856,-0.004329803768593488,0.01342281879194629,0.027934080907683567,0.015681541721118464,0.014403626888857657,0.009296772453202262,-0.008392505934706973
2016-10-01,3154.0,2047.1908442561,2583.0614313737,3165.939503862,3961.9258912826,6247.4349924228,-0.0053610848312835024,-0.0025563935472023847,-0.0058420297625179085,-0.004354814697694054,-0.008443680290085909,-0.006567126363597464,0.009603072983354721,0.024145712381556717,0.010983117943462517,0.015379993659404345,0.003919463302035631,-0.014776932239763618
2016-11-01,3135.0,2045.0640360419,2560.1710342845,3141.1540767901,3937.987114787,6219.3355929816,-0.0060240963855421326,-0.0010388910345937585,-0.008861731591504163,-0.007828774694420115,-0.006042207035793501,-0.004497749792559791,0.0073907455012853784,0.0233491173046394,0.004568866227739887,0.013074317715652928,0.003388954606807104,-0.012296072515164291
2016-12-01,3122.0,2036.937481806,2556.9745750881,3126.055499372,3917.6929539524,6194.6462536589,-0.004146730462519899,-0.003973740720426666,-0.0012485334587394314,-0.004806697490474243,-0.0051534350527446815,-0.003969771200409533,0.005798969072164928,0.018621150776473527,0.006362757642551786,0.011457468556535844,0.0018161564358820659,-0.01280651105333308
2017-01-01,3112.0,2033.7935296093,2545.8764816515,3108.0127693601,3906.5013941843,6176.5275582924,-0.0032030749519538215,-0.0015434701480933066,-0.00434032217008562,-0.005771724147419999,-0.0028566709794878298,-0.002924895889865886,0.003223726627981982,0.018006161680234944,0.0005469335141079501,0.004403472649182394,0.0005498907808620945,-0.013114227892645713
2017-02-01,3110.0,2033.9407608381,2549.0211244917,3100.7274751872,3907.5572129908,6155.7676520239,-0.0006426735218508783,7.239241676026964e-05,0.0012351906555028158,-0.0023440361135966814,0.0002702722205787378,-0.00336109667974005,0.0012878300064391723,0.01596970093171768,0.0015510760582568839,0.00022096434117502284,0.0007360477615339089,-0.01805189381683381
2017-03-01,3115.0,2034.9483682236,2554.467885103,3106.3538798439,3913.7359182738,6164.6368275867,0.001607717041800738,0.0004953966235894391,0.0021368048145877783,0.00181454342625198,0.0015812194028685944,0.0014407911513494298,0.0,0.014303930158964473,0.0017376647742737283,-0.003127025006620321,-0.002114240316766436,-0.01832905851825284
2017-04-01,3129.0,2038.092514273,2563.9485684941,3122.3405022517,3931.5131531339,6212.2464443984,0.004494382022471877,0.0015450741151454839,0.00371141224612348,0.005146426655228131,0.004542267345401418,0.007723020535232106,-0.00031948881789134465,0.011616711339412333,0.0004475228223366212,-0.0036834790025047637,-0.0030022991355003192,-0.013314888673421454
2017-05-01,3148.0,2050.9492975686,2577.4081744859,3142.3452687771,3962.8604641755,6243.8822817085,0.0060722275487377075,0.006308243225252141,0.005249561616481824,0.006406977877964737,0.007973345076211391,0.005092495539777975,-0.0012690355329949554,0.009840183822539927,0.0006855348482839307,-0.0054163652997666345,-0.002635629540652551,-0.01288734469645303
2017-06-01,3163.0,2063.5297225676,2587.2611577418,3162.5844444016,3984.4123242937,6260.1005549774,0.004764930114358412,0.006133952221010208,0.0038228261062551727,0.006440786703358237,0.00543846050423169,0.0025974662136747373,-0.001263024944742619,0.012017690684927196,-0.001901568378775309,-0.0035299909729680223,-0.0028169397052545397,-0.012729645450958449
2017-07-01,3176.0,2070.9763040678,2597.1190450803,3178.1624789683,3999.5268676198,6288.6196499412,0.004110022130888291,0.0036086620991018226,0.0038101632334264224,0.0049257292067808045,0.0037934184757797418,0.004555692790130017,0.0003149606299213126,0.011763700898726581,-0.0009415119618148005,-0.0018902182788059774,-0.001006764449782982,-0.008223354377214998
2017-08-01,3183.0,2076.7669770339,2601.6318398038,3183.8409337803,4011.7779037729,6295.8575938476,0.0022040302267003486,0.0027961077848770444,0.0017376156599553383,0.0017867100406532277,0.0030631213537493096,0.0011509590831220162,0.001573316551290116,0.011872549401912957,-0.0006863938770315103,-0.0011329671319254553,0.0011849892596487166,-0.0032019381053399742
2017-09-01,3176.0,2074.3308940398,2588.9790630328,3174.0669727024,3999.1809104294,6294.9707225728,-0.0021991831605403522,-0.0011730170120380912,-0.004863400184998756,-0.003069864758065921,-0.003140002673541198,-0.00014086584100414523,0.0015767896562599582,0.010666931093739507,-0.0035644762334502422,-0.001798835592670911,0.0008801815613441732,0.0009917449268752598
2017-10-01,3158.0,2065.0703798195,2573.885606308,3155.6920994051,3966.0665412162,6262.6807217018,-0.00566750629722923,-0.0044643379929926175,-0.005829887518332688,-0.0057890628822035994,-0.008280287877660442,-0.005129491826739163,0.0012682308180089752,0.00873369261764978,-0.003552306172145525,-0.0032367657197490685,0.0010451103951012453,0.0024403181941854424
2017-11-01,3135.0,2053.2533380239,2559.053318794,3121.8895691899,3944.5136094456,6208.0577312696,-0.007283090563647843,-0.005722343369543026,-0.00576260556321917,-0.010711605933155677,-0.005434334383101591,-0.008721982304305875,0.0,0.004004423254075684,-0.00043657844555389236,-0.006132939400376736,0.0016573174234353338,-0.0018133547455980725
2017-12-01,3123.0,2050.6480150299,2542.134421402,3101.1582526978,3933.3259212108,6211.1398609391,-0.003827751196172291,-0.0012688755672535246,-0.006611389167918258,-0.00664063094886469,-0.0028362655938136694,0.0004964724561073997,0.00032030749519540436,0.0067309543598479404,-0.005803793995718065,-0.007964428871848894,0.003990350301094514,0.00266255837780216
2018-01-01,3115.0,2047.3128336666,2536.3550902116,3099.9383466022,3915.1928398615,6187.6250607592,-0.002561639449247477,-0.0016264036240520863,-0.002273416834981057,-0.0003933711201415946,-0.004610114115262021,-0.0037859073706874025,0.000964010282776373,0.006647333596295324,-0.003739926704426577,-0.0025979374465575633,0.002224866907801326,0.0017967219221586284
2018-02-01,3127.0,2056.633131589,2546.0552498596,3107.7829729412,3924.5551300281,6193.4231831527,0.003852327447833037,0.004552454206868006,0.003824448589803131,0.002530574954046516,0.002391271783928506,0.0009370513462865215,0.0054662379421221985,0.011156849396906532,-0.0011635347402982887,0.002275433042877806,0.004350011045465951,0.006117113779695593
2018-03-01,3137.0,2060.1048416382,2559.4046590535,3117.9089051545,3934.7827621133,6209.0451951381,0.003197953309881596,0.001688055101260355,0.005243173412924351,0.003258249466408847,0.0026060615143217447,0.002522355008437671,0.007062600321027235,0.01236221705052909,0.0019326036468456653,0.003719803266967414,0.005377686251448299,0.007203728101657703
2018-04-01,3155.0,2067.4992489396,2576.0144587853,3131.8879209669,3961.6681405686,6260.7703157547,0.00573796620975453,0.0035893354318414783,0.006489712235634881,0.00448345870185296,0.00683274784930199,0.008330607845647986,0.008309364014061904,0.014428557320465663,0.004705979846657771,0.003057776276583102,0.007670071613689711,0.007811002314638493
2018-05-01,3184.0,2079.7365268847,2592.3496812455,3170.2612666524,4003.1323349142,6323.8841164,0.009191759112519904,0.005918879028070645,0.0063412774740025935,0.012252464536998353,0.010466347224038053,0.010080836296849638,0.011435832274459878,0.014036051183823783,0.0057971053663552485,0.008883809857776814,0.01016232368077552,0.01281283520124421
2018-06-01,3206.0,2091.5728922459,2605.157861786,3198.1012919322,4038.0786660449,6368.3423657296,0.006909547738693567,0.005691281183068941,0.004940761130013183,0.008781618591706009,0.00872974666011106,0.0070302125262391435,0.013594688586784809,0.013589903441471485,0.006917239100756367,0.011230323855374591,0.013469073324561931,0.017290746338912477
2018-07-01,3223.0,2100.9178183626,2621.59276472,3217.814526172,4060.057917208,6398.1613382614,0.005302557704304434,0.00446789406735193,0.006308601553509208,0.006164043111933415,0.0054429972719247655,0.0046823758553351524,0.014798488664987453,0.014457680774033532,0.009423410792839926,0.012476406560740783,0.015134552558768943,0.0174190354032977
2018-08-01,3239.0,2108.359773998,2635.5316942302,3237.7544396135,4084.0858501321,6424.560779091,0.004964318957493052,0.0035422402391731556,0.005316969781799408,0.0061967255350856565,0.005918125655858475,0.004126098020024838,0.01759346528432304,0.015212490045090066,0.013030227377966108,0.016933479704083876,0.018023915603901486,0.020442518485356276
2018-09-01,3247.0,2113.1095990336,2643.8950519364,3240.4969430336,4092.65370082,6437.246041179,0.002469898116702618,0.0022528531867180845,0.0031733094785044713,0.0008470387335575147,0.0020978625333312184,0.001974494836952001,0.02235516372795976,0.018694560788359738,0.021211445734624856,0.02092897563363061,0.023372983739453623,0.022601426579479167
