date,sales,MoM,YoY
2008-08-01,659998.0,0.01728934725277087,-0.05388703090215008
2008-09-01,648840.0,-0.016906111836702542,-0.05795239236012806
2008-10-01,651704.0,0.004414031194130974,-0.04719269338565435
2008-11-01,633230.0,-0.028347225120606945,-0.0898977980077007
2008-12-01,625959.0,-0.011482399759960793,-0.10799522332930522
2009-01-01,598707.0,-0.04353639775129037,-0.12136394655161031
2009-02-01,584986.0,-0.022917721022136073,-0.1378462146121615
2009-03-01,581656.0,-0.005692443921734847,-0.128563466713011
2009-04-01,587445.0,0.009952618042279315,-0.09473014268388713
2009-05-01,600418.0,0.02208376954438296,-0.07876026083621024
2009-06-01,596385.0,-0.006716987165607979,-0.08589773261989464
2009-07-01,612655.0,0.027281034901950996,-0.05568288837065205
2009-08-01,606511.0,-0.010028482588079757,-0.0810411546701657
2009-09-01,604699.0,-0.002987579780086458,-0.0680306392947414
2009-10-01,599878.0,-0.007972561555418478,-0.07952383290573639
2009-11-01,585248.0,-0.02438829228609818,-0.07577341566255547
2009-12-01,586363.0,0.0019051752419487755,-0.06325653916630325
2010-01-01,594498.0,0.013873658467536298,-0.007030149973192179
2010-02-01,589173.0,-0.00895713694579292,0.0071574362463375785
2010-03-01,574035.0,-0.025693641765661357,-0.013102246001072793
2010-04-01,578718.0,0.008158039143954632,-0.014855858846360093
2010-05-01,562234.0,-0.02848364833995143,-0.06359569499915063
2010-06-01,575792.0,0.024114514597125103,-0.03452970815832057
2010-07-01,576591.0,0.0013876538750103862,-0.058865103524822326
2010-08-01,564770.0,-0.02050153401631316,-0.06882150529833753
2010-09-01,570429.0,0.010020008144908443,-0.0566728240000397
2010-10-01,567579.0,-0.004996239672246716,-0.05384261466498186
2010-11-01,548529.0,-0.03356360964729144,-0.06274092350593252
2010-12-01,542864.0,-0.010327621693657085,-0.07418442159549632
2011-01-01,539048.0,-0.00702938489198035,-0.09327197063741177
2011-02-01,566584.0,0.05108264941155527,-0.03834018191600774
2011-03-01,553697.0,-0.022745082812080875,-0.03542989538965391
2011-04-01,578720.0,0.04519258728149156,3.455914625138945e-06
2011-05-01,547246.0,-0.05438554050317945,-0.02665793957675988
2011-06-01,558113.0,0.019857614308738558,-0.030703795815155477
2011-07-01,551134.0,-0.012504636157910642,-0.0441508799131447
2011-08-01,552942.0,0.003280508914347502,-0.02094303875914094
2011-09-01,537725.0,-0.02752006539564733,-0.057332288505668516
2011-10-01,531839.0,-0.010946115579524851,-0.06296920781071891
2011-11-01,535370.0,0.006639227284948923,-0.023989615863518665
2011-12-01,534135.0,-0.0023068158469843336,-0.016079533732205498
2012-01-01,537594.0,0.006475890926451289,-0.00269734791706866
2012-02-01,527714.0,-0.018378181304106844,-0.06860412577834885
2012-03-01,542831.0,0.028646198509040932,-0.01962445164051818
2012-04-01,533680.0,-0.016857917104955322,-0.07782692839369643
2012-05-01,532706.0,-0.0018250637085893695,-0.026569403887831022
2012-06-01,535890.0,0.005977030482104517,-0.03981810135223507
2012-07-01,534448.0,-0.002690850734292538,-0.030275758708408484
2012-08-01,543800.0,0.01749842828488468,-0.01653337963113677
2012-09-01,533046.0,-0.01977565281353444,-0.008701473801664417
2012-10-01,549593.0,0.03104234906555914,0.03338228298413615
2012-11-01,553761.0,0.007583793825612695,0.03435194351569937
2012-12-01,531880.0,-0.039513436301942484,-0.004221779138232851
2013-01-01,534131.0,0.004232157629540545,-0.0064416641554779774
2013-02-01,534225.0,0.00017598678975749849,0.01233812254365052
2013-03-01,532619.0,-0.0030062239693012804,-0.018812484917036798
2013-04-01,534155.0,0.002883862573434204,0.0008900464697947363
2013-05-01,557552.0,0.04380189270904511,0.04664111160752826
2013-06-01,539288.0,-0.0327574827101329,0.006340853533374435
2013-07-01,539839.0,0.0010217175238462772,0.010087043079962887
2013-08-01,535160.0,-0.008667398983771113,-0.015888194189040084
2013-09-01,538209.0,0.0056973615367366115,0.009685843248049997
2013-10-01,549128.0,0.02028765776863639,-0.0008460806451319192
2013-11-01,539500.0,-0.017533252720677184,-0.025752987299575092
2013-12-01,532495.0,-0.012984244670991685,0.0011562758516958649
2014-01-01,563604.0,0.058421205832918544,0.055179347388562006
2014-02-01,561294.0,-0.004098622437030297,0.05066966165941311
2014-03-01,559038.0,-0.004019284011587465,0.04960206076013063
2014-04-01,562955.0,0.0070066793312797415,0.05391693422321242
2014-05-01,554039.0,-0.015837855601246953,-0.006300757597497597
2014-06-01,549961.0,-0.007360492672898511,0.0197909094954829
2014-07-01,564274.0,0.02602548180689168,0.04526349522728079
2014-08-01,569680.0,0.009580452049890553,0.06450407354809773
2014-09-01,568453.0,-0.0021538407527033065,0.05619378345586945
2014-10-01,575369.0,0.012166353242924144,0.04778667268833492
2014-11-01,581818.0,0.011208459267009419,0.07843929564411489
2014-12-01,578856.0,-0.0050909390909185115,0.08706372829791831
2015-01-01,580697.0,0.0031804110175932543,0.03032803173859655
2015-02-01,603741.0,0.03968334604793888,0.0756234700531273
2015-03-01,593812.0,-0.016445793808934628,0.0622032849287526
2015-04-01,586952.0,-0.01155247788862468,0.0426268529456173
2015-05-01,612529.0,0.04357596532595509,0.10557018549235697
2015-06-01,604576.0,-0.012983875049181304,0.09930704177205296
2015-07-01,598420.0,-0.010182342666596123,0.06051315495663445
2015-08-01,612882.0,0.024166973028976413,0.07583555680381959
2015-09-01,619093.0,0.010134087801566993,0.08908388204477768
2015-10-01,622330.0,0.005228616702175559,0.08161892628904233
2015-11-01,636825.0,0.023291501293525974,0.09454331079478462
2015-12-01,643472.0,0.010437718368468518,0.11162707132689298
2016-01-01,637939.0,-0.008598664743765028,0.09857464391929005
2016-02-01,610296.0,-0.043331729209219016,0.010857304705163218
2016-03-01,630636.0,0.033328089976011555,0.062012892969492084
2016-04-01,636713.0,0.009636303668043134,0.08477865310962396
2016-05-01,621881.0,-0.02329463981417057,0.01526784854268115
2016-06-01,617235.0,-0.007470882692991121,0.020938641295717986
2016-07-01,631718.0,0.02346432072063309,0.055643193743524666
2016-08-01,628926.0,-0.00441969359745964,0.026177959215640145
2016-09-01,627251.0,-0.0026632704006512853,0.013177341691797517
2016-10-01,625272.0,-0.0031550368193913325,0.004727395433290926
2016-11-01,627511.0,0.00358084161772787,-0.014625682094767
2016-12-01,620137.0,-0.011751188425382142,-0.036264204192256955
2017-01-01,636024.0,0.025618532679069217,-0.0030018544092773602
2017-02-01,635942.0,-0.0001289259524798192,0.042022231835044055
2017-03-01,644478.0,0.01342260772208781,0.021949270260498865
2017-04-01,654786.0,0.01599433960507568,0.028384845291363536
2017-05-01,658365.0,0.0054659079454966175,0.058667172658434685
2017-06-01,668405.0,0.015249899371928999,0.0829019741265482
2017-07-01,690361.0,0.032848347932765254,0.09283097837959353
2017-08-01,677644.0,-0.01842079723506973,0.07746221336055426
2017-09-01,678907.0,0.0018638104963668578,0.08235299744440416
2017-10-01,669744.0,-0.013496693950717842,0.07112424672782414
2017-11-01,661697.0,-0.01201503858190589,0.05447872626934025
2017-12-01,654846.0,-0.010353681518882496,0.055969890524190546
2018-01-01,679414.0,0.037517217788609836,0.06822069607436188
2018-02-01,679969.0,0.000816880429311162,0.06923115630041732
2018-03-01,676604.0,-0.004948755016772832,0.049848094116478725
2018-04-01,686379.0,0.014447150770613204,0.04824935169658473
2018-05-01,703415.0,0.024820106675757847,0.06842708831727085
2018-06-01,689625.0,-0.01960435873559707,0.031747219126128545
2018-07-01,698607.0,0.013024469820554607,0.01194447542662469
2018-08-01,693085.0,-0.007904300987536583,0.02278630077149657
2018-09-01,680309.0,-0.018433525469458978,0.002065084024763353
