date,rentals,MoM,YoY
2009-12-01,2756.0,-0.001087350489307748,-0.040723981900452455
2010-01-01,2764.0,0.002902757619738683,-0.023321554770318054
2010-02-01,2783.0,0.006874095513748291,-0.002508960573476715
2010-03-01,2785.0,0.0007186489399928497,0.0028808066258552145
2010-04-01,2805.0,0.007181328545780907,0.018888485288775847
2010-05-01,2821.0,0.0057040998217468,0.0291864283108354
2010-06-01,2840.0,0.006735200283587428,0.03160188884852877
2010-07-01,2867.0,0.009507042253521059,0.04027576197387517
2010-08-01,2891.0,0.008371119637251567,0.043682310469314034
2010-09-01,2912.0,0.007263922518159882,0.04748201438848931
2010-10-01,2927.0,0.005151098901098994,0.05325656711047144
2010-11-01,2933.0,0.0020498804236419588,0.06306632837984782
2010-12-01,2930.0,-0.001022843504943749,0.0631349782293178
2011-01-01,2943.0,0.004436860068259385,0.06476121562952253
2011-02-01,2961.0,0.006116207951070374,0.0639597556593603
2011-03-01,2984.0,0.0077676460655184965,0.07145421903052074
2011-04-01,3011.0,0.009048257372654245,0.07344028520499113
2011-05-01,3024.0,0.00431750249086682,0.07196029776674928
2011-06-01,3048.0,0.007936507936507908,0.07323943661971821
2011-07-01,3073.0,0.00820209973753272,0.0718521102197418
2011-08-01,3090.0,0.0055320533680442985,0.06883431338637158
2011-09-01,3114.0,0.007766990291262044,0.06936813186813184
2011-10-01,3131.0,0.005459216441875414,0.06969593440382638
2011-11-01,3120.0,-0.003513254551261613,0.06375724514149339
2011-12-01,3119.0,-0.0003205128205128194,0.06450511945392501
2012-01-01,3124.0,0.001603077909586359,0.061501868841318474
2012-02-01,3142.0,0.005761843790012877,0.06112799729821017
2012-03-01,3166.0,0.007638446849140612,0.060991957104557626
2012-04-01,3182.0,0.005053695514845247,0.05679176353370963
2012-05-01,3212.0,0.009428032683846732,0.062169312169312096
2012-06-01,3222.0,0.0031133250311332628,0.057086614173228245
2012-07-01,3244.0,0.006828057107386654,0.05564594858444516
2012-08-01,3254.0,0.0030826140567201676,0.053074433656957964
2012-09-01,3263.0,0.0027658266748618043,0.04784842646114318
2012-10-01,3271.0,0.002451731535396906,0.04471414883423819
2012-11-01,3278.0,0.0021400183430144715,0.05064102564102568
2012-12-01,3266.0,-0.0036607687614399476,0.047130490541840375
2013-01-01,3268.0,0.0006123698714022296,0.04609475032010235
