date,rentals,MoM,YoY
2017-11-01,3238.0,-0.007661661048115276,-0.0036923076923076614
2017-12-01,3230.0,-0.002470660901791266,-0.0006188118811880639
2018-01-01,3207.0,-0.007120743034055743,-0.004964318957493052
2018-02-01,3221.0,0.004365450576863106,0.0028019925280198255
2018-03-01,3225.0,0.0012418503570319483,0.005299251870324095
2018-04-01,3237.0,0.0037209302325580396,0.0034097954122753737
2018-05-01,3274.0,0.01143033673154159,0.007074746231928719
2018-06-01,3300.0,0.007941356139279154,0.008557457212713837
2018-07-01,3313.0,0.003939393939393909,0.008830694275274054
2018-08-01,3332.0,0.005734983398732352,0.012458219386204838
2018-09-01,3340.0,0.0024009603841537164,0.016433353621424285
