date,sales,MoM,YoY
1995-01-01,275160.0,,
1995-02-01,273322.0,-0.0066797499636575,
1995-03-01,281862.0,0.031245197971623284,
1995-04-01,290399.0,0.030287871369677255,
1995-05-01,290006.0,-0.0013533104452838618,
1995-06-01,291223.0,0.004196464900726227,
1995-07-01,290105.0,-0.00383898249794834,
1995-08-01,295629.0,0.019041381568742244,
1995-09-01,299604.0,0.01344590686299374,
1995-10-01,296163.0,-0.011485160411743522,
1995-11-01,298588.0,0.008188058602863979,
1995-12-01,297781.0,-0.002702720805926595,
1996-01-01,318647.0,0.07007162982191617,0.15804259340020343
1996-02-01,327289.0,0.027120920642591972,0.19744843078859375
1996-03-01,313529.0,-0.042042354005175864,0.11234930568859935
1996-04-01,311262.0,-0.007230591109594342,0.07184253389302309
1996-05-01,311217.0,-0.00014457273936430148,0.07313986607173639
1996-06-01,303264.0,-0.02555451662344921,0.04134632223416412
1996-07-01,293143.0,-0.03337356230874744,0.010472070457248295
1996-08-01,300757.0,0.025973671552791622,0.017346065507781727
1996-09-01,311302.0,0.035061528077484416,0.03904487256511935
1996-10-01,301860.0,-0.030330675678280294,0.019236028808460315
1996-11-01,332625.0,0.10191810773206122,0.11399319463608726
1996-12-01,324950.0,-0.023074032318677218,0.09123819182553627
1997-01-01,329691.0,0.014589936913371293,0.034659042765191606
1997-02-01,327819.0,-0.005678043986642067,0.0016193639260715376
1997-03-01,321517.0,-0.0192240230126991,0.02547770700636942
1997-04-01,331874.0,0.0322129156467621,0.06622074008391654
1997-05-01,330052.0,-0.005490035374871138,0.06052047285334661
1997-06-01,349189.0,0.05798177256917092,0.15143571277830548
1997-07-01,350579.0,0.003980652311498911,0.19593167839586823
1997-08-01,311200.0,-0.11232560991959017,0.03472238385141502
1997-09-01,325752.0,0.04676092544987154,0.04641794784485809
1997-10-01,336208.0,0.032098037771065124,0.11378784867156955
1997-11-01,343551.0,0.021840646266596764,0.032847801578353986
1997-12-01,346767.0,0.009361055563802845,0.06713955993229725
1998-01-01,351330.0,0.013158691570997139,0.06563418473661708
1998-02-01,357037.0,0.016243987134602733,0.08912845198112374
1998-03-01,358775.0,0.00486784282861441,0.1158818973802318
1998-04-01,363300.0,0.012612361507908787,0.09469256404539061
1998-05-01,373365.0,0.027704376548307152,0.13123083635305943
1998-06-01,389932.0,0.04437212914975963,0.11667893318518052
1998-07-01,393906.0,0.010191520572817803,0.12358698039528893
1998-08-01,402885.0,0.02279477844968092,0.29461760925449876
1998-09-01,405591.0,0.006716556833835874,0.24509135784277603
1998-10-01,400937.0,-0.01147461358856583,0.1925266501689431
1998-11-01,397434.0,-0.008737033499028546,0.1568413423334527
1998-12-01,396621.0,-0.0020456226694243185,0.14376800560606973
1999-01-01,400042.0,0.008625362751846222,0.13865027182421086
1999-02-01,394314.0,-0.014318496557861438,0.10440654610026412
1999-03-01,386003.0,-0.021077111134780946,0.07589157549996517
1999-04-01,392882.0,0.017821105017318484,0.08142581888246636
1999-05-01,410690.0,0.04532658660870181,0.09996919904115287
1999-06-01,406693.0,-0.009732401568092741,0.042984417795923324
1999-07-01,433009.0,0.06470728534791603,0.09926987656953679
1999-08-01,435365.0,0.005440995452750341,0.0806185387889844
1999-09-01,445407.0,0.023065703490174894,0.09816785875426226
1999-10-01,460577.0,0.03405873728971476,0.14875154949530733
1999-11-01,463434.0,0.006203088734348494,0.1660653089569588
1999-12-01,464829.0,0.003010137365838439,0.17197273971877425
2000-01-01,467177.0,0.005051319947765753,0.1678198789127141
2000-02-01,460975.0,-0.013275482311843279,0.16905562571960409
2000-03-01,485986.0,0.054256738434839136,0.2590213029432413
2000-04-01,502789.0,0.034575070063746605,0.27974557246196063
2000-05-01,514658.0,0.02360632392514561,0.2531544473934111
2000-06-01,536042.0,0.04154992247278777,0.31805071638803706
2000-07-01,536515.0,0.0008823935437893837,0.2390389114314022
2000-08-01,550855.0,0.026728050473891596,0.26527166859991036
2000-09-01,565231.0,0.026097611894237094,0.269021366974475
2000-10-01,573714.0,0.015008023268362924,0.2456418796422748
2000-11-01,565076.0,-0.01505628239854706,0.21932357142548886
2000-12-01,536746.0,-0.05013484911764077,0.15471711102362384
2001-01-01,571752.0,0.06521893036929938,0.22384449576926957
2001-02-01,567595.0,-0.007270634820691457,0.23129236943435116
2001-03-01,585222.0,0.031055594217707982,0.20419518257727587
2001-04-01,595619.0,0.01776590763846886,0.18463013311747067
2001-05-01,590861.0,-0.007988328109076459,0.1480653171620765
2001-06-01,601914.0,0.018706599352470432,0.12288589326955734
2001-07-01,602904.0,0.0016447532371735019,0.12374118151403035
2001-08-01,602997.0,0.00015425341347885535,0.09465648854961839
2001-09-01,615465.0,0.020676719784675557,0.08887339866355526
2001-10-01,619563.0,0.006658380249080054,0.07991612545623772
2001-11-01,616194.0,-0.005437703671781535,0.09046216792077533
2001-12-01,608072.0,-0.013180913803120475,0.13288594605269521
2002-01-01,614456.0,0.010498756726177172,0.07468972561530185
2002-02-01,606972.0,-0.012179879438072083,0.06937517067627441
2002-03-01,615354.0,0.013809533223937853,0.05148815321365219
2002-04-01,618460.0,0.005047501113180308,0.038348340130183844
2002-05-01,631457.0,0.021015102027617028,0.06870651473019884
2002-06-01,644358.0,0.020430528127806102,0.07051505696827132
2002-07-01,640034.0,-0.006710555312419486,0.06158526067168246
2002-08-01,656897.0,0.026347037813616137,0.08938684603737657
2002-09-01,652304.0,-0.006991963732518203,0.05985555636794948
2002-10-01,655864.0,0.0054575780617627245,0.058591297414468
2002-11-01,641128.0,-0.022468072649207804,0.04046452902819575
