date,rentals,MoM,YoY
2009-12-01,1570.0,-0.006957621758380772,-0.06769596199524941
2010-01-01,1571.0,0.0006369426751593465,-0.05645645645645647
2010-02-01,1571.0,0.0,-0.03796693202694423
2010-03-01,1584.0,0.008274984086569015,-0.021618282890673246
2010-04-01,1580.0,-0.002525252525252486,-0.005663939584644395
2010-05-01,1615.0,0.02215189873417711,0.015084852294154683
2010-06-01,1620.0,0.003095975232198178,0.01567398119122254
2010-07-01,1616.0,-0.0024691358024691024,-0.0012360939431397266
2010-08-01,1623.0,0.004331683168316891,0.012476606363069243
2010-09-01,1616.0,-0.004313000616142926,0.02149178255372952
2010-10-01,1630.0,0.00866336633663356,0.02258469259723972
2010-11-01,1631.0,0.0006134969325153339,0.03162555344718543
2010-12-01,1650.0,0.011649294911097563,0.05095541401273884
2011-01-01,1683.0,0.020000000000000018,0.07129217059197956
2011-02-01,1680.0,-0.0017825311942959443,0.06938255887969436
2011-03-01,1684.0,0.0023809523809523725,0.06313131313131315
2011-04-01,1683.0,-0.00059382422802845,0.06518987341772142
2011-05-01,1695.0,0.007130124777183555,0.049535603715170184
2011-06-01,1706.0,0.006489675516224258,0.05308641975308648
2011-07-01,1722.0,0.009378663540445586,0.06559405940594054
2011-08-01,1737.0,0.008710801393728262,0.07024029574861368
2011-09-01,1758.0,0.012089810017271052,0.08787128712871284
2011-10-01,1750.0,-0.004550625711035261,0.07361963190184051
2011-11-01,1754.0,0.0022857142857142243,0.07541385652973642
2011-12-01,1761.0,0.003990877993158559,0.06727272727272737
2012-01-01,1774.0,0.0073821692220328305,0.054070112893642275
2012-02-01,1769.0,-0.002818489289740711,0.05297619047619051
2012-03-01,1780.0,0.00621820237422277,0.05700712589073631
2012-04-01,1787.0,0.00393258426966292,0.06179441473559111
2012-05-01,1805.0,0.010072747621712397,0.06489675516224191
2012-06-01,1815.0,0.005540166204986097,0.06389214536928489
2012-07-01,1824.0,0.0049586776859504855,0.059233449477351874
2012-08-01,1840.0,0.00877192982456143,0.059297639608520525
2012-09-01,1839.0,-0.0005434782608695343,0.04607508532423199
2012-10-01,1839.0,0.0,0.050857142857142934
2012-11-01,1842.0,0.0016313213703098572,0.05017103762827824
2012-12-01,1836.0,-0.0032573289902280145,0.042589437819420706
2013-01-01,1846.0,0.005446623093681824,0.040586245772266105
2013-02-01,1861.0,0.008125677139761756,0.05200678349349919
2013-03-01,1867.0,0.003224073078989864,0.04887640449438213
2013-04-01,1871.0,0.002142474558114671,0.04700615556799104
2013-05-01,1892.0,0.011223944414751497,0.04819944598337944
2013-06-01,1901.0,0.004756871035940913,0.04738292011019274
2013-07-01,1909.0,0.00420831141504463,0.04660087719298245
2013-08-01,1928.0,0.009952854897852248,0.047826086956521685
2013-09-01,1934.0,0.003112033195020736,0.05165851005981503
2013-10-01,1938.0,0.0020682523267838704,0.0538336052202284
2013-11-01,1948.0,0.005159958720330149,0.057546145494028256
2013-12-01,1957.0,0.00462012320328542,0.06590413943355111
2014-01-01,1964.0,0.0035769034236075026,0.06392199349945837
2014-02-01,1959.0,-0.002545824847250522,0.05265986029016667
2014-03-01,1968.0,0.004594180704440953,0.05409748259239411
2014-04-01,1989.0,0.010670731707317138,0.06306787814003201
2014-05-01,2002.0,0.006535947712418277,0.058139534883721034
2014-06-01,2012.0,0.004995004995004937,0.058390320883745295
2014-07-01,2028.0,0.007952286282306265,0.06233630172865379
2014-08-01,2045.0,0.0083826429980276,0.06068464730290457
2014-09-01,2047.0,0.0009779951100243878,0.05842812823164434
2014-10-01,2046.0,-0.0004885197850512668,0.05572755417956654
2014-11-01,2050.0,0.0019550342130987275,0.05236139630390135
2014-12-01,2060.0,0.004878048780487809,0.05263157894736836
2015-01-01,2069.0,0.004368932038834927,0.053462321792260736
2015-02-01,2088.0,0.009183180280328607,0.06584992343032159
2015-03-01,2091.0,0.001436781609195359,0.0625
2015-04-01,2105.0,0.006695361071257677,0.05832076420311716
2015-05-01,2120.0,0.0071258907363420665,0.05894105894105883
2015-06-01,2136.0,0.007547169811320753,0.06163021868787277
2015-07-01,2150.0,0.0065543071161049404,0.06015779092702167
2015-08-01,2156.0,0.0027906976744185297,0.054278728606357074
2015-09-01,2169.0,0.006029684601113194,0.05959941377625788
2015-10-01,2169.0,0.0,0.06011730205278587
2015-11-01,2181.0,0.0055325034578146415,0.0639024390243903
2015-12-01,2185.0,0.0018340210912426436,0.06067961165048552
2016-01-01,2189.0,0.0018306636155607237,0.05799903334944423
2016-02-01,2205.0,0.007309273640931924,0.056034482758620774
2016-03-01,2214.0,0.004081632653061273,0.05882352941176472
2016-04-01,2220.0,0.0027100271002709064,0.05463182897862229
2016-05-01,2228.0,0.003603603603603567,0.050943396226415194
2016-06-01,2236.0,0.0035906642728904536,0.04681647940074907
2016-07-01,2247.0,0.004919499105545677,0.04511627906976745
2016-08-01,2248.0,0.00044503782821547766,0.042671614100185495
2016-09-01,2266.0,0.008007117437722311,0.04472106961733524
2016-10-01,2261.0,-0.0022065313327449543,0.04241585984324581
2016-11-01,2263.0,0.0008845643520565272,0.037597432370472195
2016-12-01,2267.0,0.0017675651789659241,0.03752860411899306
2017-01-01,2252.0,-0.006616674018526725,0.028780264961169477
2017-02-01,2250.0,-0.000888099467140302,0.020408163265306145
2017-03-01,2260.0,0.004444444444444473,0.020776874435411097
2017-04-01,2262.0,0.0008849557522123686,0.018918918918918948
2017-05-01,2276.0,0.006189213085764811,0.021543985637342944
2017-06-01,2286.0,0.004393673110720586,0.022361359570661987
2017-07-01,2302.0,0.006999125109361293,0.02447708055184683
2017-08-01,2318.0,0.0069504778453519656,0.031138790035587283
2017-09-01,2315.0,-0.0012942191544434989,0.021624007060900174
2017-10-01,2318.0,0.001295896328293633,0.025210084033613356
2017-11-01,2299.0,-0.008196721311475419,0.01590808661069376
2017-12-01,2298.0,-0.00043497172683770735,0.013674459638288505
2018-01-01,2292.0,-0.0026109660574412663,0.017761989342806483
2018-02-01,2302.0,0.0043630017452007674,0.023111111111111082
2018-03-01,2312.0,0.004344048653344812,0.023008849557522026
2018-04-01,2318.0,0.002595155709342656,0.024756852343059244
2018-05-01,2342.0,0.010353753235547991,0.02899824253075578
2018-06-01,2349.0,0.002988898377455085,0.027559055118110187
2018-07-01,2357.0,0.003405704555129896,0.02389226759339702
2018-08-01,2368.0,0.004666949512091678,0.021570319240724833
2018-09-01,2374.0,0.0025337837837837718,0.02548596112311019
