date,sales,MoM,YoY
2016-10-01,1130546.0,-0.01348860911480243,0.026222294033175553
2016-11-01,1130601.0,4.864905983481549e-05,0.011280969669647867
2016-12-01,1121379.0,-0.008156723724815351,-0.00792945851786453
2017-01-01,1111921.0,-0.008434258176762688,-0.025066856055624198
2017-02-01,1108979.0,-0.002645871424318824,-0.016852129632584756
2017-03-01,1129124.0,0.01816535750451531,-0.011799342905603472
2017-04-01,1128359.0,-0.0006775163755264879,-0.019903185430388826
2017-05-01,1136108.0,0.006867495185486128,-0.015247477895014239
2017-06-01,1134896.0,-0.0010667999873251732,-0.009898433315128963
2017-07-01,1150122.0,0.013416207300052108,-0.007867209780183959
2017-08-01,1148886.0,-0.0010746686003745287,-0.01135803319034323
2017-09-01,1147111.0,-0.001544974871310112,0.0009659652147810949
2017-10-01,1127990.0,-0.016668831525458283,-0.0022608544897775307
2017-11-01,1146556.0,0.01645936577451934,0.014111963460142096
2017-12-01,1170406.0,0.020801426184154925,0.04372027655235211
2018-01-01,1159223.0,-0.009554804059446087,0.042540792016699136
2018-02-01,1146807.0,-0.010710622546309057,0.03411065493575616
2018-03-01,1183358.0,0.031871971482559935,0.04803192563438552
2018-04-01,1209950.0,0.022471644253049483,0.07230943343386276
2018-05-01,1222376.0,0.01026984586139923,0.07593292187010392
2018-06-01,1215093.0,-0.0059580685484662554,0.07066462477619084
2018-07-01,1199559.0,-0.012784206640973128,0.042984135596049855
2018-08-01,1200174.0,0.0005126884129917908,0.04464150490126961
2018-09-01,1190796.0,-0.007813866989286544,0.03808262670308271
