model_name,column_name,column_type,comment,index
model.qualtrics_source.stg_qualtrics__survey_response,started_at,timestamp without time zone,The point in time when the survey response was recorded.,
model.qualtrics_source.stg_qualtrics__survey_response,status,integer,The type of response.,
model.qualtrics_source.stg_qualtrics__survey_response,survey_id,text,"The unique identifier for this survey. Match pattern = ^SV_[a-zA-Z0-9]{11,15}$",
model.qualtrics_source.stg_qualtrics__survey_response,user_language,text,The language of the respondent.,
model.qualtrics_source.stg_qualtrics__survey_response,source_relation,text,"The schema or database this record came from if you are making use of the qualtrics_union_schemas or qualtrics_union_databases variables, respectively. Empty string if you are not using either of these variables to union together multiple Qualtrics connectors.",
model.qualtrics_source.stg_qualtrics__distribution_contact,_fivetran_synced,timestamp without time zone,The time when a record was last updated by Fivetran.,
model.qualtrics_source.stg_qualtrics__distribution_contact,contact_frequency_rule_id,integer,The contact frequency Rule ID. Ex - FQ_AAB234234,
model.qualtrics_source.stg_qualtrics__distribution_contact,contact_id,text,The ID for the contact. Example - CID_012345678901234,
model.qualtrics_source.stg_qualtrics__distribution_contact,contact_lookup_id,text,Optional contact lookup ID for individual distribution.,
model.qualtrics_source.stg_qualtrics__distribution_contact,distribution_id,text,The unique Distribution ID.,
model.qualtrics_source.stg_qualtrics__distribution_contact,opened_at,timestamp without time zone,"The time a survey was opened by the respondent, will be null if the survey has not been opened.",
model.qualtrics_source.stg_qualtrics__distribution_contact,response_completed_at,timestamp without time zone,"The time a response was completed, will be null for uncompleted surveys.",
model.qualtrics_source.stg_qualtrics__distribution_contact,response_id,integer,"The ID of the survey response submitted by this contact. If no survey response has been submitted, this value will be null. If the survey was setup to anonymize responses, then this value will be `Anonymous`.",
model.qualtrics_source.stg_qualtrics__distribution_contact,response_started_at,timestamp without time zone,"The time a response was started by the respondent, will be null if survey has not been started.",
model.qualtrics_source.stg_qualtrics__distribution_contact,sent_at,timestamp without time zone,The time a survey was sent to the respondent.,
model.qualtrics_source.stg_qualtrics__distribution_contact,status,text,"One of ([full descriptions](https://api.qualtrics.com/fc8017650d0b9-distribution-status)):
- `Pending`
- `Success`
- `Error`
- `Opened`
- `Complaint`
- `Skipped`
- `Blocked`
- `Failure`
- `Unknown`
- `SoftBounce`
- `HardBounce`
- `SurveyStarted`
- `SurveyPartiallyFinished`
- `SurveyFinished`
- `SurveyScreenedOut`
- `SessionExpired`",
model.qualtrics_source.stg_qualtrics__distribution_contact,survey_link,text,The survey link sent with the distribution. This is null when no link was sent.,
model.qualtrics_source.stg_qualtrics__distribution_contact,survey_session_id,integer,An identifier that represents the session in which the respondent interacted with the survey,
model.qualtrics_source.stg_qualtrics__distribution_contact,source_relation,text,"The schema or database this record came from if you are making use of the qualtrics_union_schemas or qualtrics_union_databases variables, respectively. Empty string if you are not using either of these variables to union together multiple Qualtrics connectors.",
model.qualtrics_source.stg_qualtrics__question_option,is_deleted,boolean,Boolean representing whether the record was soft-deleted in Qualtrics.,
model.qualtrics_source.stg_qualtrics__question_option,_fivetran_synced,timestamp without time zone,The time when a record was last updated by Fivetran.,
model.qualtrics_source.stg_qualtrics__question_option,key,integer,The key of the `QUESTION_OPTION` that was chosen.,
model.qualtrics_source.stg_qualtrics__question_option,question_id,text,The unique identifier for the question. Match pattern = ^QID[a-zA-Z0-9]+$,
model.qualtrics_source.stg_qualtrics__question_option,recode_value,integer,Recode/mapping value for the option.,
model.qualtrics_source.stg_qualtrics__question_option,survey_id,text,"The unique identifier for this survey. Match pattern = ^SV_[a-zA-Z0-9]{11,15}$",
model.qualtrics_source.stg_qualtrics__question_option,text,text,Question option text.,
model.qualtrics_source.stg_qualtrics__question_option,source_relation,text,"The schema or database this record came from if you are making use of the qualtrics_union_schemas or qualtrics_union_databases variables, respectively. Empty string if you are not using either of these variables to union together multiple Qualtrics connectors.",
model.qualtrics_source.stg_qualtrics__sub_question,is_deleted,boolean,Boolean representing whether the record was soft-deleted in Qualtrics.,
model.qualtrics_source.stg_qualtrics__sub_question,_fivetran_synced,timestamp without time zone,The time when a record was last updated by Fivetran.,
model.qualtrics_source.stg_qualtrics__sub_question,choice_data_export_tag,integer,The tag to identify the question choice in exported data.,
model.qualtrics_source.stg_qualtrics__sub_question,key,integer,Key of the sub question.,
model.qualtrics_source.stg_qualtrics__sub_question,question_id,text,The unique identifier for the question. Match pattern = ^QID[a-zA-Z0-9]+$,
model.qualtrics_source.stg_qualtrics__sub_question,survey_id,text,"The unique identifier for this survey. Match pattern = ^SV_[a-zA-Z0-9]{11,15}$",
model.qualtrics_source.stg_qualtrics__sub_question,text,text,Sub question text.,
model.qualtrics_source.stg_qualtrics__sub_question,source_relation,text,"The schema or database this record came from if you are making use of the qualtrics_union_schemas or qualtrics_union_databases variables, respectively. Empty string if you are not using either of these variables to union together multiple Qualtrics connectors.",
model.qualtrics_source.stg_qualtrics__question_response,_fivetran_id,text,"Fivetran-generated unique key hashed on `response_id`, `question_id`, `sub_question_key`, `sub_question_text` , `question_option_key` , `loop_id` and `importId`.",
model.qualtrics_source.stg_qualtrics__question_response,_fivetran_synced,timestamp without time zone,The time when a record was last updated by Fivetran.,
model.qualtrics_source.stg_qualtrics__question_response,loop_id,integer,ID of the [Loop and Merge](https://www.qualtrics.com/support/survey-platform/survey-module/block-options/loop-and-merge/) object this response is associated with.,
model.qualtrics_source.stg_qualtrics__question_response,question,text,Question text.,
model.qualtrics_source.stg_qualtrics__question_response,question_id,text,The unique identifier for the question. Match pattern = ^QID[a-zA-Z0-9]+$,
model.qualtrics_source.stg_qualtrics__question_response,question_option_key,integer,The key of the `QUESTION_OPTION` that was chosen.,
model.qualtrics_source.stg_qualtrics__question_response,response_id,text,The unique ID for the `SURVEY_RESPONSE`.,
model.qualtrics_source.stg_qualtrics__question_response,sub_question_key,integer,Key of the sub question.,
model.qualtrics_source.stg_qualtrics__question_response,sub_question_text,integer,Sub question text.,
model.qualtrics_source.stg_qualtrics__question_response,value,integer,Value of the question response.,
model.qualtrics_source.stg_qualtrics__question_response,source_relation,text,"The schema or database this record came from if you are making use of the qualtrics_union_schemas or qualtrics_union_databases variables, respectively. Empty string if you are not using either of these variables to union together multiple Qualtrics connectors.",
model.qualtrics_source.stg_qualtrics__block_question,is_deleted,boolean,Boolean representing whether the record was soft-deleted in Qualtrics.,
model.qualtrics_source.stg_qualtrics__block_question,_fivetran_synced,timestamp without time zone,The time when a record was last updated by Fivetran.,
model.qualtrics_source.stg_qualtrics__block_question,block_id,text,"The ID of the survey block. Match pattern = ^BL_[a-zA-Z0-9]{11,15}$",
model.qualtrics_source.stg_qualtrics__block_question,question_id,text,The unique identifier for the question. Match pattern = ^QID[a-zA-Z0-9]+$,
model.qualtrics_source.stg_qualtrics__block_question,survey_id,text,"The unique identifier for this survey. Match pattern = ^SV_[a-zA-Z0-9]{11,15}$",
model.qualtrics_source.stg_qualtrics__block_question,source_relation,text,"The schema or database this record came from if you are making use of the qualtrics_union_schemas or qualtrics_union_databases variables, respectively. Empty string if you are not using either of these variables to union together multiple Qualtrics connectors.",
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,_fivetran_synced,timestamp without time zone,The time when a record was last updated by Fivetran.,
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,contact_id,text,The ID for the contact. Example - CID_012345678901234,
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,contact_lookup_id,text,Optional contact lookup ID for individual distribution.,
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,directory_id,text,"The directory ID, also known as a pool ID. Example - POOL_012345678901234",
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,mailing_list_id,text,The ID for the mailing list.,
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,name,text,Name of the mailing list.,
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,owner_user_id,text,The unique identifier for a specific user who owns this.,
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,unsubscribed_at,timestamp without time zone,Date and time the user opted out of this mailing list.,
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,is_unsubscribed,boolean,Boolean indicating whether the contact has opted out of receiving email through this mailing list.,
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,source_relation,text,"The schema or database this record came from if you are making use of the qualtrics_union_schemas or qualtrics_union_databases variables, respectively. Empty string if you are not using either of these variables to union together multiple Qualtrics connectors.",
model.qualtrics_source.stg_qualtrics__survey,is_deleted,boolean,Boolean representing whether the record was soft-deleted in Qualtrics.,
model.qualtrics_source.stg_qualtrics__survey,_fivetran_synced,timestamp without time zone,The time when a record was last updated by Fivetran.,
model.qualtrics_source.stg_qualtrics__survey,auto_scoring_category,integer,The automated scoring category.,
model.qualtrics_source.stg_qualtrics__survey,brand_base_url,text,Base url for the organization/brand.,
model.qualtrics_source.stg_qualtrics__survey,brand_id,text,Unique ID of the organization/brand.,
model.qualtrics_source.stg_qualtrics__survey,bundle_short_name,integer,Short name for the content bundle that the survey is from.,
model.qualtrics_source.stg_qualtrics__survey,composition_type,integer,Survey composition type.,
model.qualtrics_source.stg_qualtrics__survey,creator_user_id,integer,The unique identifier for a specific `USER` who created the survey.,
model.qualtrics_source.stg_qualtrics__survey,default_scoring_category,integer,The default scoring category.,
model.qualtrics_source.stg_qualtrics__survey,division_id,integer,"The unique identifier for the Division ID. Match pattern = ^DV_[0-9a-zA-Z]{11,15}$",
model.qualtrics_source.stg_qualtrics__survey,survey_id,text,"The unique identifier for this survey. Match pattern = ^SV_[a-zA-Z0-9]{11,15}$",
model.qualtrics_source.stg_qualtrics__survey,last_accessed_at,timestamp without time zone,The date the survey was last accessed.,
model.qualtrics_source.stg_qualtrics__survey,last_activated_at,timestamp without time zone,The date the survey was last activated.,
model.qualtrics_source.stg_qualtrics__survey,last_modified_at,timestamp without time zone,The point in time when the record was last modified.,
model.qualtrics_source.stg_qualtrics__survey,owner_user_id,text,The unique identifier for a specific user who owns this.,
model.qualtrics_source.stg_qualtrics__survey,project_category,text,"Project category of the survey.

Allowed values - `CORE`, `CX`, `EX`, `BX`, `PX`",
model.qualtrics_source.stg_qualtrics__survey,project_type,text,Type of [Qualtrics project](https://www.qualtrics.com/support/survey-platform/my-projects/my-projects-overview/#SelectingProjectType). Match pattern = ^[a-zA-Z]+$,
model.qualtrics_source.stg_qualtrics__survey,registry_sha,integer,The survey registry SHA.,
model.qualtrics_source.stg_qualtrics__survey,registry_version,integer,The survey registry version.,
model.qualtrics_source.stg_qualtrics__survey,schema_version,integer,Qualtrics schema version.,
model.qualtrics_source.stg_qualtrics__survey,scoring_summary_after_questions,boolean,Boolean representing whether the scoring summary is after questions.,
model.qualtrics_source.stg_qualtrics__survey,scoring_summary_after_survey,boolean,Boolean representing whether the scoring summary is after the survey.,
model.qualtrics_source.stg_qualtrics__survey,scoring_summary_category,integer,The unique identifier for the scoring.,
model.qualtrics_source.stg_qualtrics__survey,survey_name,text,Name of the survey.,
model.qualtrics_source.stg_qualtrics__survey,survey_status,text,"The distribution status of the survey, or a flag indicating that it's a library block

Allowed values - `Inactive`, `Active`, `Pending`, `LibBlock`, `Deactive`, `Temporary`",
model.qualtrics_source.stg_qualtrics__survey,source_relation,text,"The schema or database this record came from if you are making use of the qualtrics_union_schemas or qualtrics_union_databases variables, respectively. Empty string if you are not using either of these variables to union together multiple Qualtrics connectors.",
model.qualtrics_source.stg_qualtrics__survey_version,is_deleted,boolean,Boolean representing whether the record was soft-deleted in Qualtrics.,
model.qualtrics_source.stg_qualtrics__survey_version,_fivetran_synced,timestamp without time zone,The time when a record was last updated by Fivetran.,
model.qualtrics_source.stg_qualtrics__survey_version,created_at,timestamp without time zone,"The creation date and time of the record, expressed as an ISO 8601 value.",
model.qualtrics_source.stg_qualtrics__survey_version,version_description,text,A user-provided description of the survey version.,
model.qualtrics_source.stg_qualtrics__survey_version,version_id,integer,The unique identifier for this survey version.,
model.qualtrics_source.stg_qualtrics__survey_version,is_published,boolean,"Boolean that, when true, publishes the version.",
model.qualtrics_source.stg_qualtrics__survey_version,survey_id,text,"The unique identifier for this survey. Match pattern = ^SV_[a-zA-Z0-9]{11,15}$",
model.qualtrics_source.stg_qualtrics__survey_version,publisher_user_id,text,ID of `USER` who published this survey version in your org.,
model.qualtrics_source.stg_qualtrics__survey_version,version_number,integer,The version number of this survey.,
model.qualtrics_source.stg_qualtrics__survey_version,was_published,boolean,Boolean that is true if the survey version was published.,
model.qualtrics_source.stg_qualtrics__survey_version,source_relation,text,"The schema or database this record came from if you are making use of the qualtrics_union_schemas or qualtrics_union_databases variables, respectively. Empty string if you are not using either of these variables to union together multiple Qualtrics connectors.",
model.qualtrics_source.stg_qualtrics__question,is_deleted,boolean,Boolean representing whether the record was soft-deleted in Qualtrics.,
model.qualtrics_source.stg_qualtrics__question,_fivetran_synced,timestamp without time zone,The time when a record was last updated by Fivetran.,
model.qualtrics_source.stg_qualtrics__question,data_export_tag,text,The tag to identify the question in exported data.,
model.qualtrics_source.stg_qualtrics__question,is_data_hidden,boolean,Boolean that represents whether the embedded data is hidden.,
model.qualtrics_source.stg_qualtrics__question,is_data_private,boolean,Boolean that represents whether the embedded data is private.,
model.qualtrics_source.stg_qualtrics__question,question_id,text,The unique identifier for the question. Match pattern = ^QID[a-zA-Z0-9]+$,
model.qualtrics_source.stg_qualtrics__question,next_answer_id,integer,"For Matrix questions, the vertical options are denoted as ""Answers"" in the question's structure. 
ID of the next answer for this question. ?",
model.qualtrics_source.stg_qualtrics__question,next_choice_id,integer,"For Matrix questions, the horizontal options are denoted as ""Choices"" in the question's structure. 

ID of the next choice for this question. ?",
model.qualtrics_source.stg_qualtrics__question,question_description,text,Label to identify the question.,
model.qualtrics_source.stg_qualtrics__question,question_description_option,text,"An optional user-provided field for question descriptions. Accepted values = `UseText`, `SpecifyLabel`",
model.qualtrics_source.stg_qualtrics__question,question_text,text,Text for the question.,
model.qualtrics_source.stg_qualtrics__question,question_text_unsafe,text,Un-paresed version of the question text.,
model.qualtrics_source.stg_qualtrics__question,question_type,text,"The type of question. Can be -
`MC`,`Matrix`,`Captcha`,`CS`,`DB`,`DD`,`Draw`,`DynamicMatrix`,`FileUpload`,`GAP`,`HeatMap`,`HL`,`HotSpot`,`Meta`,`PGR`,`RO`,`SBS`,`Slider`,`SS`,`TE`,`Timing`,`TreeSelect`",
model.qualtrics_source.stg_qualtrics__question,selector,text,"How answers are selected such as single answer, multiple answer, etc. Accepted values - 
- `Bipolar`
- `Browser`
- `Captcha`
- `CompactView`
- `CS`
- `D`
- `DL`
- `DND`
- `DragAndDrop`
- `ESTB`
- `FORM`
- `FileUpload`
- `GRB`
- `HBAR`
- `HR`
- `HSLIDER`
- `I`
- `Image`
- `LikeDislike`
- `Likert`
- `MACOL`
- `MAHR`
- `MAVR`
- `ML`
- `MSB`
- `MaxDiff`
- `NPS`
- `OH`
- `OnOff`
- `POS`
- `PTB`
- `PW`
- `PageTimer`
- `Profile`
- `RB`
- `RO`
- `SACOL`
- `SAHR`
- `SAVR`
- `SB`
- `SBSMatrix`
- `SL`
- `STAR`
- `ScreenCapture`
- `SearchOnly`
- `Signature`
- `TA`
- `TB`
- `TBelow`
- `TE`
- `TL`
- `TRight`
- `Text`
- `V1`
- `V2`
- `VR`
- `VRTL`
- `WTXB`",
model.qualtrics_source.stg_qualtrics__question,sub_selector,text,"How subquestion answers are selected. Allowed values - SingleAnswer, DL, GR, DND, Long, Medium, MultipleAnswer, Columns, NoColumns, Short, TX, TXOT, WOTXB, WOTB, WTB, WTXB, WVTB.",
model.qualtrics_source.stg_qualtrics__question,survey_id,text,"The unique identifier for this survey. Match pattern = ^SV_[a-zA-Z0-9]{11,15}$",
model.qualtrics_source.stg_qualtrics__question,validation_setting_force_response,integer,The response from forcing respondents to answer a question or request that they consider answering the question before leaving the page,
model.qualtrics_source.stg_qualtrics__question,validation_setting_force_response_type,integer,The type of response from forcing respondents to answer a question or request that they consider answering the question before leaving the page,
model.qualtrics_source.stg_qualtrics__question,validation_setting_type,text,The type of forced response validation that is set.,
model.qualtrics_source.stg_qualtrics__question,source_relation,text,"The schema or database this record came from if you are making use of the qualtrics_union_schemas or qualtrics_union_databases variables, respectively. Empty string if you are not using either of these variables to union together multiple Qualtrics connectors.",
model.qualtrics_source.stg_qualtrics__distribution,is_deleted,boolean,Boolean representing whether the record was soft-deleted in Qualtrics.,
model.qualtrics_source.stg_qualtrics__distribution,_fivetran_synced,timestamp without time zone,The time when a record was last updated by Fivetran.,
model.qualtrics_source.stg_qualtrics__distribution,created_at,timestamp without time zone,"The creation date and time of the record, expressed as an ISO 8601 value.",
model.qualtrics_source.stg_qualtrics__distribution,header_from_email,text,Email from address.,
model.qualtrics_source.stg_qualtrics__distribution,header_from_name,text,Email from name.,
model.qualtrics_source.stg_qualtrics__distribution,header_reply_to_email,text,Email reply-to address.,
model.qualtrics_source.stg_qualtrics__distribution,header_subject,text,Email subject; text or message id (MS_).,
model.qualtrics_source.stg_qualtrics__distribution,distribution_id,text,The unique Distribution ID.,
model.qualtrics_source.stg_qualtrics__distribution,message_library_id,integer,Library ID of the message.,
model.qualtrics_source.stg_qualtrics__distribution,message_id,integer,The ID for the desired library message.,
model.qualtrics_source.stg_qualtrics__distribution,message_text,integer,Text of the message to send.,
model.qualtrics_source.stg_qualtrics__distribution,last_modified_at,timestamp without time zone,The point in time when the record was last modified.,
model.qualtrics_source.stg_qualtrics__distribution,organization_id,text,ID of the organization/brand this record belongs to.,
model.qualtrics_source.stg_qualtrics__distribution,owner_user_id,text,The unique identifier for a specific user who owns this.,
model.qualtrics_source.stg_qualtrics__distribution,parent_distribution_id,integer,The unique ID of the parent distribution.,
model.qualtrics_source.stg_qualtrics__distribution,recipient_contact_id,text,The contact ID of the recipient. Can point to `directory_contact` or `core_contact`.,
model.qualtrics_source.stg_qualtrics__distribution,recipient_library_id,text,Library ID of the message.,
