model_name,column_name,column_type,comment,index
model.sap_source.stg_sap__pa0000,SEQNR,TEXT,,
model.sap_source.stg_sap__pa0000,AEDTM,TEXT,,
model.sap_source.stg_sap__pa0000,FLAG1,TEXT,,
model.sap_source.stg_sap__pa0000,FLAG2,TEXT,,
model.sap_source.stg_sap__pa0000,FLAG3,TEXT,,
model.sap_source.stg_sap__pa0000,FLAG4,TEXT,,
model.sap_source.stg_sap__pa0000,GRPVL,TEXT,,
model.sap_source.stg_sap__pa0000,HISTO,TEXT,,
model.sap_source.stg_sap__pa0000,ITBLD,TEXT,,
model.sap_source.stg_sap__pa0000,ITXEX,TEXT,,
model.sap_source.stg_sap__pa0000,MASSG,TEXT,,
model.sap_source.stg_sap__pa0000,MASSN,TEXT,,
model.sap_source.stg_sap__pa0000,ORDEX,TEXT,,
model.sap_source.stg_sap__pa0000,PREAS,TEXT,,
model.sap_source.stg_sap__pa0000,REFEX,TEXT,,
model.sap_source.stg_sap__pa0000,RESE1,TEXT,,
model.sap_source.stg_sap__pa0000,RESE2,TEXT,,
model.sap_source.stg_sap__pa0000,STAT1,TEXT,,
model.sap_source.stg_sap__pa0000,STAT2,TEXT,,
model.sap_source.stg_sap__pa0000,STAT3,TEXT,,
model.sap_source.stg_sap__pa0000,UNAME,TEXT,,
model.sap_source.stg_sap__pa0007,mandt,,Client,
model.sap_source.stg_sap__pa0007,pernr,,Personnel number,
model.sap_source.stg_sap__pa0007,subty,,Subtype,
model.sap_source.stg_sap__pa0007,objps,,Object identification,
model.sap_source.stg_sap__pa0007,sprps,,Lock indicator for HR master data record,
model.sap_source.stg_sap__pa0007,begda,,Start date,
model.sap_source.stg_sap__pa0007,endda,,End date,
model.sap_source.stg_sap__pa0007,seqnr,,Number of infotype record with same key,
model.sap_source.stg_sap__pa0007,aedtm,,Changed on,
model.sap_source.stg_sap__pa0007,arbst,,Daily working hours,
model.sap_source.stg_sap__pa0007,awtyp,,Reference transaction,
model.sap_source.stg_sap__pa0007,dysch,,Create daily work schedule dynamically,
model.sap_source.stg_sap__pa0007,empct,,Employment percentage,
model.sap_source.stg_sap__pa0007,flag1,,Reserved field/unused field,
model.sap_source.stg_sap__pa0007,flag2,,Reserved field/unused field,
model.sap_source.stg_sap__pa0007,flag3,,Reserved field/unused field,
model.sap_source.stg_sap__pa0007,flag4,,Reserved field/unused field,
model.sap_source.stg_sap__pa0007,grpvl,,Grouping value for personnel assignments,
model.sap_source.stg_sap__pa0007,histo,,Historical record flag,
model.sap_source.stg_sap__pa0007,itbld,,Infotype screen control,
model.sap_source.stg_sap__pa0007,itxex,,Text exists for infotype,
model.sap_source.stg_sap__pa0007,jrstd,,Annual working hours,
model.sap_source.stg_sap__pa0007,kztim,,Additional indicator for time management,
model.sap_source.stg_sap__pa0007,maxja,,Maximum number of working hours per year,
model.sap_source.stg_sap__pa0007,maxmo,,Maximum number of work hours per month,
model.sap_source.stg_sap__pa0007,maxta,,Maximum number of work hours per day,
model.sap_source.stg_sap__pa0007,maxwo,,Maximum number of work hours per week,
model.sap_source.stg_sap__pa0007,minja,,Minimum annual working hours,
model.sap_source.stg_sap__pa0007,minmo,,Minimum number of work hours per month,
model.sap_source.stg_sap__pa0007,minta,,Minimum number of work hours per day,
model.sap_source.stg_sap__pa0007,minwo,,Minimum weekly working hours,
model.sap_source.stg_sap__pa0007,mostd,,Monthly hours,
model.sap_source.stg_sap__pa0007,ordex,,Confirmation fields exist,
model.sap_source.stg_sap__pa0007,preas,,Reason for changing master data,
model.sap_source.stg_sap__pa0007,refex,,Reference fields exist (primary/secondary costs),
model.sap_source.stg_sap__pa0007,rese1,,Reserved field/unused field of length 2,
model.sap_source.stg_sap__pa0007,rese2,,Reserved field/unused field of length 2,
model.sap_source.stg_sap__pa0007,schkz,,Work schedule rule,
model.sap_source.stg_sap__pa0007,teilk,,Indicator part-time employee,
model.sap_source.stg_sap__pa0007,uname,,Name of person who changed objects,
model.sap_source.stg_sap__pa0007,wkwdy,,Weekly workdays,
model.sap_source.stg_sap__pa0007,wostd,,Hours per week,
model.sap_source.stg_sap__pa0007,wweek,,Working week,
model.sap_source.stg_sap__pa0007,zterf,,Employee time management status,
model.sap_source.stg_sap__pa0007,MANDT,TEXT,,
model.sap_source.stg_sap__pa0007,PERNR,TEXT,,
model.sap_source.stg_sap__pa0007,SUBTY,TEXT,,
model.sap_source.stg_sap__pa0007,OBJPS,TEXT,,
model.sap_source.stg_sap__pa0007,SPRPS,TEXT,,
model.sap_source.stg_sap__pa0007,ENDDA,TEXT,,
model.sap_source.stg_sap__pa0007,BEGDA,TEXT,,
model.sap_source.stg_sap__pa0007,SEQNR,TEXT,,
model.sap_source.stg_sap__pa0007,AEDTM,TEXT,,
model.sap_source.stg_sap__pa0007,ARBST,NUMBER,,
model.sap_source.stg_sap__pa0007,AWTYP,TEXT,,
model.sap_source.stg_sap__pa0007,DYSCH,TEXT,,
model.sap_source.stg_sap__pa0007,EMPCT,NUMBER,,
model.sap_source.stg_sap__pa0007,FLAG1,TEXT,,
model.sap_source.stg_sap__pa0007,FLAG2,TEXT,,
model.sap_source.stg_sap__pa0007,FLAG3,TEXT,,
model.sap_source.stg_sap__pa0007,FLAG4,TEXT,,
model.sap_source.stg_sap__pa0007,GRPVL,TEXT,,
model.sap_source.stg_sap__pa0007,HISTO,TEXT,,
model.sap_source.stg_sap__pa0007,ITBLD,TEXT,,
model.sap_source.stg_sap__pa0007,ITXEX,TEXT,,
model.sap_source.stg_sap__pa0007,JRSTD,NUMBER,,
model.sap_source.stg_sap__pa0007,KZTIM,TEXT,,
model.sap_source.stg_sap__pa0007,MAXJA,NUMBER,,
model.sap_source.stg_sap__pa0007,MAXMO,NUMBER,,
model.sap_source.stg_sap__pa0007,MAXTA,NUMBER,,
model.sap_source.stg_sap__pa0007,MAXWO,NUMBER,,
model.sap_source.stg_sap__pa0007,MINJA,NUMBER,,
model.sap_source.stg_sap__pa0007,MINMO,NUMBER,,
model.sap_source.stg_sap__pa0007,MINTA,NUMBER,,
model.sap_source.stg_sap__pa0007,MINWO,NUMBER,,
model.sap_source.stg_sap__pa0007,MOSTD,NUMBER,,
model.sap_source.stg_sap__pa0007,ORDEX,TEXT,,
model.sap_source.stg_sap__pa0007,PREAS,TEXT,,
model.sap_source.stg_sap__pa0007,REFEX,TEXT,,
model.sap_source.stg_sap__pa0007,RESE1,TEXT,,
model.sap_source.stg_sap__pa0007,RESE2,TEXT,,
model.sap_source.stg_sap__pa0007,SCHKZ,TEXT,,
model.sap_source.stg_sap__pa0007,TEILK,TEXT,,
model.sap_source.stg_sap__pa0007,UNAME,TEXT,,
model.sap_source.stg_sap__pa0007,WKWDY,NUMBER,,
model.sap_source.stg_sap__pa0007,WOSTD,NUMBER,,
model.sap_source.stg_sap__pa0007,WWEEK,TEXT,,
model.sap_source.stg_sap__pa0007,ZTERF,TEXT,,
model.sap_source.stg_sap__pa0008,mandt,,Client,
model.sap_source.stg_sap__pa0008,pernr,,Personnel number,
model.sap_source.stg_sap__pa0008,subty,,Subtype,
model.sap_source.stg_sap__pa0008,objps,,Object identification,
model.sap_source.stg_sap__pa0008,sprps,,Lock indicator for HR master data record,
model.sap_source.stg_sap__pa0008,begda,,Start date,
model.sap_source.stg_sap__pa0008,endda,,End date,
model.sap_source.stg_sap__pa0008,seqnr,,Number of infotype record with same key,
model.sap_source.stg_sap__pa0008,aedtm,,Changed on,
model.sap_source.stg_sap__pa0008,ancur,,Currency key for annual salary,
model.sap_source.stg_sap__pa0008,ansal,,Annual salary,
model.sap_source.stg_sap__pa0008,anz01,,Number/unit,
model.sap_source.stg_sap__pa0008,anz02,,Number/unit,
model.sap_source.stg_sap__pa0008,anz03,,Number/unit,
model.sap_source.stg_sap__pa0008,anz04,,Number/unit,
model.sap_source.stg_sap__pa0008,anz05,,Number/unit,
model.sap_source.stg_sap__pa0008,anz06,,Number/unit,
model.sap_source.stg_sap__pa0008,anz07,,Number/unit,
model.sap_source.stg_sap__pa0008,anz08,,Number/unit,
model.sap_source.stg_sap__pa0008,anz09,,Number/unit,
model.sap_source.stg_sap__pa0008,anz10,,Number/unit,
model.sap_source.stg_sap__pa0008,anz11,,Number/unit,
model.sap_source.stg_sap__pa0008,anz12,,Number/unit,
model.sap_source.stg_sap__pa0008,anz13,,Number/unit,
model.sap_source.stg_sap__pa0008,anz14,,Number/unit,
model.sap_source.stg_sap__pa0008,anz15,,Number/unit,
model.sap_source.stg_sap__pa0008,anz16,,Number/unit,
model.sap_source.stg_sap__pa0008,anz17,,Number/unit,
model.sap_source.stg_sap__pa0008,anz18,,Number/unit,
model.sap_source.stg_sap__pa0008,anz19,,Number/unit,
model.sap_source.stg_sap__pa0008,anz20,,Number/unit,
model.sap_source.stg_sap__pa0008,anz21,,Number/unit,
model.sap_source.stg_sap__pa0008,anz22,,Number/unit,
model.sap_source.stg_sap__pa0008,anz23,,Number/unit,
model.sap_source.stg_sap__pa0008,anz24,,Number/unit,
model.sap_source.stg_sap__pa0008,anz25,,Number/unit,
model.sap_source.stg_sap__pa0008,anz26,,Number/unit,
model.sap_source.stg_sap__pa0008,anz27,,Number/unit,
model.sap_source.stg_sap__pa0008,anz28,,Number/unit,
model.sap_source.stg_sap__pa0008,anz29,,Number/unit,
model.sap_source.stg_sap__pa0008,anz30,,Number/unit,
model.sap_source.stg_sap__pa0008,anz31,,Number/unit,
model.sap_source.stg_sap__pa0008,anz32,,Number/unit,
model.sap_source.stg_sap__pa0008,anz33,,Number/unit,
model.sap_source.stg_sap__pa0008,anz34,,Number/unit,
model.sap_source.stg_sap__pa0008,anz35,,Number/unit,
model.sap_source.stg_sap__pa0008,anz36,,Number/unit,
model.sap_source.stg_sap__pa0008,anz37,,Number/unit,
model.sap_source.stg_sap__pa0008,anz38,,Number/unit,
model.sap_source.stg_sap__pa0008,anz39,,Number/unit,
model.sap_source.stg_sap__pa0008,anz40,,Number/unit,
model.sap_source.stg_sap__pa0008,bet01,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet02,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet03,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet04,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet05,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet06,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet07,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet08,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet09,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet10,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet11,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet12,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet13,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet14,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet15,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet16,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet17,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet18,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet19,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet20,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet21,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet22,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet23,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet24,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet25,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet26,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet27,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet28,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet29,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet30,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet31,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet32,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet33,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet34,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet35,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet36,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet37,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet38,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet39,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bet40,,Wage type amount for payments,
model.sap_source.stg_sap__pa0008,bsgrd,,Capacity utilization level,
model.sap_source.stg_sap__pa0008,cpind,,Planned compensation type,
model.sap_source.stg_sap__pa0008,divgv,,Working hours per payroll period,
model.sap_source.stg_sap__pa0008,ein01,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein02,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein03,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein04,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein05,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein06,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein07,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein08,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein09,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein10,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein11,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein12,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein13,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein14,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein15,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein16,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein17,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein18,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein19,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein20,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein21,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein22,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein23,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein24,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein25,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein26,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein27,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein28,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein29,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein30,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein31,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein32,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein33,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein34,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein35,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein36,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein37,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein38,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein39,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,ein40,,Time/measurement unit,
model.sap_source.stg_sap__pa0008,falgk,,Case group catalog,
model.sap_source.stg_sap__pa0008,falgr,,Case group,
model.sap_source.stg_sap__pa0008,flag1,,Reserved field/unused field,
model.sap_source.stg_sap__pa0008,flag2,,Reserved field/unused field,
model.sap_source.stg_sap__pa0008,flag3,,Reserved field/unused field,
model.sap_source.stg_sap__pa0008,flag4,,Reserved field/unused field,
model.sap_source.stg_sap__pa0008,flaga,,General flag,
model.sap_source.stg_sap__pa0008,grpvl,,Grouping value for personnel assignments,
model.sap_source.stg_sap__pa0008,histo,,Historical record flag,
model.sap_source.stg_sap__pa0008,ind01,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind02,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind03,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind04,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind05,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind06,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind07,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind08,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind09,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind10,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind11,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind12,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind13,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind14,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind15,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind16,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind17,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind18,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind19,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind20,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind21,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind22,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind23,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind24,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind25,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind26,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind27,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind28,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind29,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind30,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind31,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind32,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind33,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind34,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind35,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind36,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind37,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind38,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind39,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,ind40,,Indicator for indirect valuation,
model.sap_source.stg_sap__pa0008,itbld,,Infotype screen control,
model.sap_source.stg_sap__pa0008,itxex,,Text exists for infotype,
model.sap_source.stg_sap__pa0008,lga01,,Wage type,
model.sap_source.stg_sap__pa0008,lga02,,Wage type,
model.sap_source.stg_sap__pa0008,lga03,,Wage type,
model.sap_source.stg_sap__pa0008,lga04,,Wage type,
model.sap_source.stg_sap__pa0008,lga05,,Wage type,
model.sap_source.stg_sap__pa0008,lga06,,Wage type,
model.sap_source.stg_sap__pa0008,lga07,,Wage type,
model.sap_source.stg_sap__pa0008,lga08,,Wage type,
model.sap_source.stg_sap__pa0008,lga09,,Wage type,
model.sap_source.stg_sap__pa0008,lga10,,Wage type,
model.sap_source.stg_sap__pa0008,lga11,,Wage type,
model.sap_source.stg_sap__pa0008,lga12,,Wage type,
model.sap_source.stg_sap__pa0008,lga13,,Wage type,
model.sap_source.stg_sap__pa0008,lga14,,Wage type,
model.sap_source.stg_sap__pa0008,lga15,,Wage type,
model.sap_source.stg_sap__pa0008,lga16,,Wage type,
model.sap_source.stg_sap__pa0008,lga17,,Wage type,
model.sap_source.stg_sap__pa0008,lga18,,Wage type,
model.sap_source.stg_sap__pa0008,lga19,,Wage type,
model.sap_source.stg_sap__pa0008,lga20,,Wage type,
model.sap_source.stg_sap__pa0008,lga21,,Wage type,
model.sap_source.stg_sap__pa0008,lga22,,Wage type,
model.sap_source.stg_sap__pa0008,lga23,,Wage type,
model.sap_source.stg_sap__pa0008,lga24,,Wage type,
model.sap_source.stg_sap__pa0008,lga25,,Wage type,
model.sap_source.stg_sap__pa0008,lga26,,Wage type,
model.sap_source.stg_sap__pa0008,lga27,,Wage type,
model.sap_source.stg_sap__pa0008,lga28,,Wage type,
model.sap_source.stg_sap__pa0008,lga29,,Wage type,
model.sap_source.stg_sap__pa0008,lga30,,Wage type,
model.sap_source.stg_sap__pa0008,lga31,,Wage type,
model.sap_source.stg_sap__pa0008,lga32,,Wage type,
model.sap_source.stg_sap__pa0008,lga33,,Wage type,
model.sap_source.stg_sap__pa0008,lga34,,Wage type,
model.sap_source.stg_sap__pa0008,lga35,,Wage type,
model.sap_source.stg_sap__pa0008,lga36,,Wage type,
model.sap_source.stg_sap__pa0008,lga37,,Wage type,
model.sap_source.stg_sap__pa0008,lga38,,Wage type,
model.sap_source.stg_sap__pa0008,lga39,,Wage type,
model.sap_source.stg_sap__pa0008,lga40,,Wage type,
model.sap_source.stg_sap__pa0008,opk01,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk02,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk03,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk04,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk05,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk06,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk07,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk08,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk09,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk10,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk11,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk12,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk13,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk14,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk15,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk16,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk17,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk18,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk19,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk20,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk21,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk22,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk23,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk24,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk25,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk26,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk27,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk28,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk29,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk30,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk31,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk32,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk33,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk34,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk35,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk36,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk37,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk38,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk39,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,opk40,,Operation indicator for wage types,
model.sap_source.stg_sap__pa0008,ordex,,Confirmation fields exist,
model.sap_source.stg_sap__pa0008,orzst,,Cost of living allowance level,
model.sap_source.stg_sap__pa0008,partn,,Partnership,
model.sap_source.stg_sap__pa0008,preas,,Reason for changing master data,
model.sap_source.stg_sap__pa0008,refex,,Reference fields exist (primary/secondary costs),
model.sap_source.stg_sap__pa0008,rese1,,Reserved field/unused field of length 2,
model.sap_source.stg_sap__pa0008,rese2,,Reserved field/unused field of length 2,
model.sap_source.stg_sap__pa0008,stvor,,Date of next increase,
model.sap_source.stg_sap__pa0008,trfar,,Pay scale type,
model.sap_source.stg_sap__pa0008,trfgb,,Pay scale area,
model.sap_source.stg_sap__pa0008,trfgr,,Pay scale group,
model.sap_source.stg_sap__pa0008,trfst,,Pay scale level,
model.sap_source.stg_sap__pa0008,uname,,Name of person who changed object,
model.sap_source.stg_sap__pa0008,vglgb,,Comparison pay scale area,
model.sap_source.stg_sap__pa0008,vglgr,,Comparison pay scale group,
model.sap_source.stg_sap__pa0008,vglst,,Comparison pay scale level,
model.sap_source.stg_sap__pa0008,vglsv,,Date of next increase,
model.sap_source.stg_sap__pa0008,vglta,,Comparison pay scale type,
model.sap_source.stg_sap__pa0008,waers,,Currency key,
model.sap_source.stg_sap__pa0008,MANDT,TEXT,,
model.sap_source.stg_sap__pa0008,PERNR,TEXT,,
model.sap_source.stg_sap__pa0008,SUBTY,TEXT,,
model.sap_source.stg_sap__pa0008,OBJPS,TEXT,,
model.sap_source.stg_sap__pa0008,SPRPS,TEXT,,
model.sap_source.stg_sap__pa0008,ENDDA,TEXT,,
model.sap_source.stg_sap__pa0008,BEGDA,TEXT,,
model.sap_source.stg_sap__pa0008,SEQNR,TEXT,,
model.sap_source.stg_sap__pa0008,AEDTM,TEXT,,
model.sap_source.stg_sap__pa0008,ANCUR,TEXT,,
model.sap_source.stg_sap__pa0008,ANSAL,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ01,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ02,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ03,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ04,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ05,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ06,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ07,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ08,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ09,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ10,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ11,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ12,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ13,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ14,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ15,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ16,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ17,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ18,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ19,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ20,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ21,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ22,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ23,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ24,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ25,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ26,NUMBER,,
model.sap_source.stg_sap__pa0008,ANZ27,NUMBER,,
